GroupId: 51030

标题: 第3话意想不到的相遇（２）

太妹A: 可恶！居然连夏莱的老师都来参一脚！
太妹A: 果，果然不该做这种事的！
太妹B: 啊？不是你说要趁别人准备庆典的时候大赚一笔的吗！？
太妹A: 什么？我什么时候说过了……那句话我也是从别人那里听到的啊！
太妹B: 算，算了，大家先撤退！
紫: ……真的打退他们了。
紫: 刚，刚才那是怎么回事！？实在太厉害了！
紫: 每个指示都跟我充满默契……
紫: 这种感觉……简直就像和以前一起玩的小狗久别重逢……
紫: 刚才出手帮忙的贵人，难道是很久以前与小女子离别的……青梅竹马吗！？
老师: 呃，我觉得应该不是小狗也不是青梅竹马……
紫: 啊……
紫: 原来不是吗？
老师: （好失望的眼神……）
村民: 要说厉害的话，同学你的身手也不是盖的。
村民: 从那身服装和身手看来，你是百花缭乱的人吗？
老师: （百花缭乱不是已经……）
紫: 啊，那，那个……
村民: 不，应该不可能吧。
村民: 听说最近他们好像被下达「解散令」，全都遭到暂时停学的处分了。
紫: 不是的！
紫: 那应该是发生了什么误会。
紫: 虽然我很想现在就去调查……
紫: 但是如果太明目张胆的话，从家里逃出来的事就会被发现……
紫: 果然还是应该躲起来吗……真伤脑筋……
老师: ……？
村民: 是吗？
村民: 看来背后似乎有复杂的隐情啊……
村民: 虽然不清楚详情，但有一件事我能确定。
村民: 多亏有两位的帮忙才能得救。
村民: 本来以为已经没希望了……实在感激不尽。
紫: 啊……这不算什么！
紫: 小女子随时愿意帮忙！
旁白: （于是在不停道谢的居民离开后）
紫: 重新向您自我介绍。
紫: 小女子名叫勘解……
紫: 请，请叫我紫就行了。
紫: 刚才感谢您的帮忙。
老师: 帮助陷入困境的学生是理所当然的。
紫: 嗯？
紫: 帮助陷入危机的人之后，若无其事地说是理所当然的事……
紫: ……啊！
紫: 仔细想想，莲华前辈曾这么说过……！
紫: 有些人会先假装好心并借机接近……但那全都是恶毒的圈套……！
紫: 让人以为是遇到好人之后就用「我啦，是我啊？」的理由索要不当金额！
紫: ……难道小女子现在处于穷途末路的危机之中吗？
老师: 不是不是，我不是可疑的人，是夏莱的老师。
紫: ……啊，不好意思，是我有所不知。
紫: 多亏有老师帮忙，我才能在无人受害的情况下阻止不当的行为。
紫: 不知该如何报答这份恩情……真伤脑筋……
紫: 唔嗯……好！我决定了！
紫: 机会难得，就带老师参观百鬼夜行吧！
老师: 没，没关系，我还有其他事要办……
紫: 来吧老师！请往这边！
旁白: （于是紫便开始进行导览和各种说明）
紫: 百鬼夜行是观光业盛行的学园自治区……
紫: 而其中最受欢迎的演出是……！
旁白: （就这样跟随兴奋地进行说明的紫，再次来到了刚才经过的庆典大街）
打体力工的学生A（打工装）: 那边的！从那边开始接上！好好抓紧，别摔倒了！
庆典委员: 这里堆放的材料该搬到哪里？
庆典委员: 要把位置空出来才行！
庆典审查委员: 唔！光是确认庆典的参加者名单就没完没了……
打体力工的学生A（打工装）: 喂！别偷懒，还不快动起来！
摊贩大叔: 大家～！吃完这个再继续吧！
老师: 大家看起来都很忙呢。
紫: 是啊，因为庆典就快要开始了。
老师: 可是总觉得和平常百鬼夜行的庆典不太一样。
紫: 老师真敏锐呢，居然马上就发现了。
紫: 这次的庆典……
紫: 「百鬼夜行灯笼祭」由于在20年前遭到废除……
紫: 所以是时隔20年再次举行，相当特别哦。
紫: 虽然这只是流传下来的一种说法……
紫: 在很久以前……百鬼夜行学园经历纷争时代后，以联合学园的形式重生。
紫: 然而即便斗争结束，创伤也不会立刻消失。
紫: 因此，当时带领百鬼夜行的人便提议举办「百鬼夜行灯笼祭」……
紫: 借由将过去的沉痛创伤装进灯笼的方式，盼望日后能迎接崭新的未来……
紫: 是能让大家团结一心的庆典。
老师: 你说庆典在20年前被废除……又是为什么呢？
紫: 嗯，那是因为……
紫: 因为是小女子出生之前的事……所以我也不太清楚……
庆典委员: 哈哈哈！不用在意那种小事啦。
紫: 咦咦！？
摊贩大叔: 你们是来帮忙的吗？
摊贩大叔: 还是来得太早的观光客？
摊贩大叔: 算了，是什么都行。
摊贩大叔: 庆典准备中的样子很壮观对吧？
老师: 啊，嗯……就是说啊。
庆典委员: 虽然不知道之前因为什么导致庆典被废除……能够重新举办就已经很让人高兴了。
摊贩大叔: 没错，毕竟百鬼夜行可是以庆典著称的学园啊！
庆典委员: 或许因为是「那天」之后久违的庆典，大家都不由自主地卯足了干劲。
摊贩大叔: 所以现在才忙得连猫的手都想借来帮忙。哇哈哈！
庆典委员: 尤其是节庆营运管理部的部长……为了重新举办曾遭废除的庆典，比任何人都努力。真是个精力充沛又优秀的人呢。
紫: 节庆营运管理部的部长……
老师: 果然是静子……
摊贩大叔: 我还听说这次庆典计划要让那位有名的巫女亲自主持仪式哦？
庆典委员: 啊哈！你也太清楚了吧！
庆典委员: 大家都说那将会是这次「百鬼夜行灯笼祭」的重头戏……
紫: 我也很清楚……大家为了庆典……都非常努力……
紫: 但是……比起这场庆典，小女子更在意百花缭乱……
???: 小姐～听说您一听到「解散令」的消息就从宅邸跑了出来……
???: 原来您在这里啊！
紫: ……！！
老师: ……嗯？
紫: 居然这么快就找到这里来了……没办法。
紫: 咳哼。夏～莱的老师，非常感谢您今天的帮忙。
紫: 贵人所给予的这份恩情，小女子我永生难──
仆人: 哈啊，哈啊……！
仆人: 不会再让您逃走了！
紫: ──时间实在太短，连要表达心意都没办法！
紫: 虽然遗憾，小女子先告辞了。
紫: 后会有期……！
仆人: 小姐！请等等我！小姐～～！
老师: 真是个……像风一样的孩子呢……
旁白: 未完待续
下一话: 下一话于阴阳部
