GroupId: 2005703

标题: 率先踏出的步伐

朱音（制服）: ……在开始之前，请容我再确认一次。

朱音（制服）: 首先，在老师和我戴上C&C专用的超小型对讲机后，我会进入教室之中。

朱音（制服）: 并且用与平时略有不同的样子……接近班上的同学们。

朱音（制服）: 接著再根据昨天我们两个模拟过的剧本进行对话……

朱音（制服）: 老师则实时监听我的情况，并从旁提供我建议或指示。

朱音（制服）: 这就是「友好相处吧：替身训练」。

朱音（制服）: ……

朱音（制服）: 真的没问题吗……？

<选择>
1. 老师: 虽然已经提过很多次……

2. 老师: 事到如今，我们也只能硬著头皮上了……

</选择>

朱音（制服）: 您说的对。我相信老师。

旁白: （老实说，我其实很想告诉他别太相信我）

旁白: （毕竟女高中生之间的对话，实在是太难了……！）

学生A: 哎呀，是朱音同学。

学生B: 早，早安……朱音，同学。

朱音（制服）: 早安呀！叫我朱音「同学」让我有点伤心呢！
朱音（制服）: 希望你们能叫得更亲近一点！

学生A: ……！！！？？？

学生B: ……！？！？！？

朱音（制服）: （老师，这样真的没问题吗……？）

老师: （就算不对，也要抱著「一定没问题」的信念继续往前走……！）

朱音（制服）: （我知道了……）

学生A: 你，你今天好像很有活力呢。朱音……同学？

学生B: 就，就就，就是说啊。
学生B: 而且这好像是第一次看到你没戴眼镜呢。

朱音（制服）: 因为想稍微改变一下形象，所以就尝试戴上了隐形眼镜！

朱音（制服）: 还有，怎么又叫我朱音「同学」呢！
朱音（制服）: 真是的，那样会让我有点难过的哦？

学生A: 啊，肯定是这样吧！
学生A: 你是不是从生活健康部拿了什么东西？

学生A: 他们最近好像开发了新的荷尔蒙调节剂，说是可以改善性格和促进新陈代谢……

学生A: ……名字叫什么来著？
学生A: 总之又是那种号称能把人改造得更健康、更有活力的奇怪理论。

学生B: 到了那种地步，简直就跟传闻中的疑似科学部没什么两样了嘛……

学生A: 还是有点不一样啦……毕竟生活健康部是真的会让人产生改变。

学生B: 说的也是。感觉确实更差劲呢。

朱音（制服）: （明明是和老师两个人绞尽脑汁写出来的剧本……）

朱音（制服）: （非常抱歉。我再次感受到自己果然不擅长这种事呢……)

老师: （别这么说……这肯定是我的问题……）

朱音（制服）: （可是……现在该怎么办呢……？）

老师: （总之……先这样提议看看吧！）

朱音（制服）: 那，那个！今天放学后……要不要一起去春叶原？

朱音（制服）: 我听说今天那里有联名活动哦。

学生A: 春叶原……？

学生B: 咦……？

朱音（制服）: （……）

朱音（制服）: （果然……这可能也有点勉强，老师……）

学生A: 吓我一跳！朱音同学也会去春叶原啊！

学生B: 我要去我要去！

朱音（制服）: ……

朱音（制服）: 好的！

学生A: 啊，上课了……没办法，回座位吧。

学生B: 放学后马上出发吧？
学生B: 我好像也很久没去春叶原了呢。

学生A: 你两周前才去过吧……

学生B: 两周已经够久了！

旁白: （和朱音一起悄悄地松了一口气……）

旁白: （重新感受到，没有什么是比大人试图预测女高中生的对话更傻的事了……）

学生B: 到了！春叶原！

学生A: 要先去哪里呢？

学生B: 当然是游戏中心啊！这次一定要刷新排名！

学生A: 那种地方晚点再去啦……
学生A: 朱音……同学想去哪里呢？

朱音（制服）: （老，老师？这种时候该怎么办……？）

老师: （唔嗯……！遇到不知道如何是好的时候就该……！）

朱音（制服）: 那我们……要不要先去吃点东西？

学生A: 哦，不错耶！先补充燃料再开始对吧？

学生B: 我午餐吃得有点多耶……不过算了！

学生B: 这次一定要去游戏中心！

学生A: 真的很坚持呢……

学生B: 那当然！谁叫那个叫做UZQueen的家伙，每次都明目张胆地刷新第1名的纪录！
学生B: 我今天一定要超过他才行！

学生A: 啊。

朱音（制服）: 啊。

学生A: ……朱音同学也知道UZQueen吗？

朱音（制服）: 因，因为各种原因，不知不觉就知道了……

学生A: 嗯……虽然挑战是自由的……

学生A: 唉……明知道不可能却还要挑战，是不是应该阻止一下比较好啊……

朱音（制服）: 啊哈哈哈……

学生B: 需要二次补充能量……我要吃这个！听说这个布丁是新品！

学生A: 焦糖紫苏风味……？
学生A: 这东西真的没问题吗？会不会是那种坑人的商品啊？

朱音（制服）: （这个商品，不就是曾经因为「怪味恐攻嫌疑」而收到「清扫委托」的……）

朱音（制服）: （虽然最终得出的结论是那名老板没有恶意，只是把人生都赌在了紫苏上而已……)

朱音（制服）: （那位紫苏老板的热情，还真是不容小觑呢……）

学生A: ……

学生B: ……

朱音（制服）: 怎，怎么了吗……？

学生A: 朱音酱，你唱歌也太好听了吧！

学生B: 就是说啊……耳朵都快要融化了……

朱音（制服）: 哎，哎呀。这样我会害羞的……

朱音（制服）: 这款化妆品很适合你这种肤质哦。
朱音（制服）: 来……怎么样呀？

学生B: 真的耶……你看看这个显色！

学生A: 朱音酱，你对化妆品很了解呢！

朱音（制服）: （毕竟在执行「任务」时经常需要伪装嘛……）

学生A: 啊～玩得真开心！

学生B: 对啊，感觉都快累瘫了呢。
学生B: 不过……

学生A: ……

朱音（制服）: ……？

学生A: 朱音酱，已经可以了哦。

学生B: 嗯。你今天一整天都在勉强自己吧？

朱音（制服）: 啊……

朱音（制服）: 全都被看出来了吗……？

学生A: 怎么可能看不出来嘛。

学生B: 虽然觉得应该是有什么原因……

朱音（制服）: ……

朱音（制服）: 还请两位稍等。
朱音（制服）: 因为很久没戴隐形眼镜的关系，眼睛有点痛。

学生A: 这样就感觉比较习惯了呢。虽然没戴眼镜的样子也很新鲜啦。

学生B: 嗯，这才是我们认识的朱音酱。

学生B: 所以……发生什么事了？

朱音（制服）: ！？

学生A: 啊，如果不方便说的话不用勉强。反正也还挺新鲜有趣的。

朱音（制服）: 那个……

朱音（制服）: ……

朱音（制服）: 因为听了「老师」的建议，所以我决定……

朱音（制服）: 试著主动接近他人。

学生B: 哦……原来是这样啊。

旁白: （听著朱音开心的声音，悄悄关掉了对讲机的电源）

旁白: （并且……）

旁白: （决定短时间内都不要再尝试「青春期女高中生日常对话模拟」这种大冒险了……）
