GroupId: 52020

标题: 第2话新的怪谈

雏罂粟: ……茶汤的蒸气直上啊。
雏罂粟: 阔别多时，久未问候……是否有喜讯随佳客而来？
???: 许久未能向您请安，小女深感抱歉，雏罂粟大人。
雏罂粟: ……真是好久不见了啊。
蓟: 呵呵，由于闭门创作新故事，迟迟没能向您问安。
雏罂粟: 是吗……你的故事完成得如何？
雏罂粟: 是否已酝酿得深邃浓郁，光听便能夺人心魄？
蓟: 百闻不如一见。
蓟: 与其书写需反复咀嚼才能浮现意象的文字，绘出能一眼震撼视觉的画作才更加有效。
雏罂粟: ……我早已深知你具备怪艺师的才能。
雏罂粟: 但是不要忘了──
雏罂粟: 真正的风情无须眼见耳闻，而是如春日的草木一般自然绽放于人心。
蓟: ……小女谨记在心。
蓟: 话说先前雏罂粟大人给予的「种子」……
蓟: 如今已扎下根来恣意伸展枝叶，即将绽放出花朵了。
雏罂粟: 哦，时间竟过得如此之快啊。
蓟: 是的。若能将那即将盛开的美丽花朵收录于我的《稻亭物怪录》，
蓟: 想必能够成为让世间燃起壮丽火焰……此般传闻的基石吧。
雏罂粟: 有劳你了。
雏罂粟: 距离完成我们的百物语，前往彼岸之日已不远矣。
雏罂粟: 若有朝一日能抵达黄昏寺院举办宴会，必不会忘记为你预留最靠近的位置。
蓟: 小女不胜荣幸，雏罂粟大人。
雏罂粟: ……话说棕榈人在何处？
雏罂粟: 自上次祭典结束后，已许久不见其踪影……我担心他因愤懑而郁结成疾。
蓟: 您无须担心，雏罂粟大人。
蓟: 棕榈他一切安好。
蓟: 现在他也正拚尽全力，为实现雏罂粟大人的夙愿而奋斗著呢。
蓟: 包括棕榈在内，花鸟风月部的所有人都正致力于完成新的百物语。
蓟: 雏罂粟大人所盼望的风雅，想必已指日可待。
雏罂粟: 很好。大家如此积极，我甚感欣慰。
雏罂粟: 见到棕榈之时，请代我传达鼓励之词。
蓟: 是，谨遵大人吩咐。
棕榈: 名草──
棕榈: 名草酱──！
棕榈: 我好不容易才完成的故事，都被那个蠢女人给毁了！
棕榈: 如果按照原计划进行，失去百莲继承者的百花缭乱应该只能无力逃窜……
棕榈: 反复咀嚼自身的无力、上演绝望哀号的悲剧才对！
棕榈: ……究竟是从哪里出了差错？
棕榈: 是夏莱的老师胡乱诡辩的时候吗？
棕榈: 还是无貌形代的裂痕出现的时候？
棕榈: 可恶……都是那个蠢女人害的！
棕榈: 就是那个完全不懂风雅的蠢女人毁掉了结局！
棕榈: 甚至连雏罂粟大人给我的珍贵怪书也弄丢了……
棕榈: 啊啊啊──
棕榈: 我绝对不会原谅你的，名草酱──！！
蓟: 原来你在这里发泄啊，棕榈酱。
蓟: 虽然我不打算干涉你出气的方式……
蓟: 不过要是你再继续挥下去，这座祠堂恐怕就要被你给拆了呢。
棕榈: ……怎样，你也是来取笑我的是不是？
蓟: 怎么会呢。
蓟: 我只是因为担心，所以特地来看看你而已。
蓟: ……顺便帮雏罂粟大人带个口信。
棕榈: ……雏罂粟大人？雏罂粟大人有事找我吗？
棕榈: 雏罂粟大人需要我吗？
蓟: 经历失败之后，你的脸皮反倒变厚了呢，棕榈酱。
蓟: 明明犯下了那么大的错，还以为雏罂粟大人会把你放在眼里吗？
棕榈: 唔……！
蓟: 你上次的失败辜负了雏罂粟大人的信任。
蓟: 现在他已经开始怀疑你的能力了。
蓟: 如果不能尽快创造出新的怪谈……下次被抛入黄昏的人就是你。
棕榈: 这，这怎么可能。
棕榈: 雏罂粟大人一直都说会相信我的。
棕榈: 之前他也说过不必在意失败──
蓟: 不只毁掉了珍贵的怪书，甚至还狼狈地逃窜……
蓟: 如果连这都不在意的话，你的存在又有什么价值呢？
蓟: 不……也许他已经失望到你做什么都无所谓了吧。
棕榈: 那种事……我绝对不要！
棕榈: 我该怎么办？
棕榈: 要怎么做才能重新获得雏罂粟大人的信任？
蓟: 不用担心。
蓟: 我这不是来帮你了吗？
蓟: 棕榈，我就给你一次将功折罪的机会吧。
棕榈: 这是……《稻亭物怪录》？
蓟: 没错。就是花鸟风月部仅存的最后一本怪书。
蓟: 我们花鸟风月部，原先一共持有三本怪书。
蓟: 二十年前，雏罂粟大人在大雪原遗失了一本。
蓟: 你在百鬼夜行逃跑时毁掉了一本。
蓟: 而我一直保管著的最后一本……就是这本《稻亭物怪录》。
蓟: 你的《稻生物怪录》能将人类的欲望具现化，
蓟: 而这《稻亭物怪录》则是能将人类的恐惧化为现实。
蓟: 怎么样，棕榈？
蓟: 这次我就将这本珍贵怪书的力量借给你。
蓟: 用这本怪书唤起人们的恐惧，并以幻魉百物语将他们逼入绝境……
蓟: 想对百花缭乱复仇也不是梦吧？
棕榈: 这样的话……我也能做到。
棕榈: 只要有了怪书，我就能再次编写出怪谈。
棕榈: 用怪谈让他们体会永生难忘的强烈恶梦！
蓟: 很好，棕榈酱。
蓟: 这样我们想必能够完成吧。
蓟: 你的百物语……以及我的百物语。
旁白: 未完待续
下一话: 下一话新的祭典
