GroupId: 90001100

标题: 第10话无名之神的遗产

阳葵（冬装）: 我们一路从冰海追著霍刻玛的踪迹直到这里，
阳葵（冬装）: 并得知了霍刻玛正在火山地带进行任务……

阳葵（冬装）: 而任务的内容基本上是开采资源，并将其运送到某处。

莉央: 没错。为此甚至还现场制作出了运输铁道，附近似乎也还有其他设施存在。

季（模式1）: 那就由我来调查一下那些设施吧。
季（模式1）: 可以吗，莉央大人、阳葵部长？

莉央: 就麻烦你了，季。

英美（泳装）: 我也来帮忙吧？

阳葵（冬装）: 不，我有别的事情要麻烦你，英美。

英美（泳装）: 什么事？

阳葵（冬装）: 分析这附近的十字神名残余基地设施。

英美（泳装）: 是要收集更多样本吗？

阳葵（冬装）: 正是如此。
阳葵（冬装）: 现在这种情况下，样本越多越好。

阳葵（冬装）: ……？
阳葵（冬装）: 你要做什么，莉央？

莉央: 嗯？不是说要收集更多样本吗？

阳葵（冬装）: 所以……你要帮忙吗？

莉央: ……没必要说得那么清楚。这样很不合理。

阳葵（冬装）: 我明白了。那我们就速战速决吧。
阳葵（冬装）: 大家准备好了吗？

老师: 虽然吵吵闹闹的……

老师: 不过大家的感情还真好！

阳葵（冬装）: 并没有好吗！？

莉央: 这完全是你误会了，老师。

英美（泳装）: 样本数量这样够吗，部长？

阳葵（冬装）: 嗯，已经足够了，英美。分析工作……也即将完成。
阳葵（冬装）: 你收到结果了吗，莉央？

莉央: 没问题。我似乎已经能下结论了。

阳葵（冬装）: 那就让我们听听看吧？

莉央: 这是相当重要的事项。
莉央: 虽然从现场也能发现……

莉央: 这里有物质再构筑的痕迹。

阳葵（冬装）: 我也确实有发现这个迹象……是我们先前交手过的力量呢。

老师: 嗯？有吗？

阳葵（冬装）: 是的，老师。
阳葵（冬装）: 您还记得……阿特拉哈西斯的方舟吗？

阳葵（冬装）: 就是爱丽丝和那个被称作Kei的个体……的孩子身上发生的事。

老师: 啊……！

莉央: 是的，老师。

阳葵（冬装）: 没错，就是如此。

莉央: 物质的再构筑，是无名之神的力量最具代表性的特质。

莉央: 虽然霍刻玛的本体无从确认，
莉央: 但至少这片冻原地带上的开采资源及运输设施，说不定就连那些兵力……

阳葵（冬装）: 没错，就是以物质再构筑……也就是无名之神的力量创造出来的。

阳葵（冬装）: 事已至此，我们几乎可以确定假设是成立的。

老师: 成立？

阳葵（冬装）: 是的，这样所有的拼图就都拼起来了。
阳葵（冬装）: 这──

季（模式1）: 飞鸟马季已返回部队。现在开始回报。

季（模式1）: 我发现了一条自火山地带延伸至此的临时铁路，且沿路还有一些零星的防御兵力。

老师: 嗯，辛苦你了，季。

季（模式1）: 是，的确很辛苦。
季（模式1）: 所以老师应该给我更大胆而积极的鼓励才对。

季（模式1）: 比如说摸头、轻拥，或者用双手环抱我的腰之类的。

季（模式1）: 老师？您为什么突然一脸慌张？

莉央: 季……？

英美（泳装）: 放弃吧，会长。
英美（泳装）: 虽然我不知道这是季的本性还是他真的变了，但现在的季就是这个样子。

阳葵（冬装）: ……继续刚才的话题吧，老师。

老师: 嗯，嗯！你刚才说所有拼图都拼起来了是什么意思？

季（模式1）: ……哭哭。

阳葵（冬装）: 在特异现象搜查部抵达冰海之前，
阳葵（冬装）: 曾经交手的十字神名预言者有薇娜、赫赛德与霍德……

阳葵（冬装）: 而这三名预言者都和无名之神的力量无关。

阳葵（冬装）: 然而在抵达冰海后遇到的葛夫拉和霍刻玛身上，却都留下了无名之神力量的痕迹。

阳葵（冬装）: 或许就连船漂浮在岩浆上的超现实景象……也与那股力量有所关联。

<选择>
1. 老师: 所以可以确定的是……

2. 老师: 十字神名和预言者们已经在运用无名之神的力量了吗？
</选择>

阳葵（冬装）: 没错，这是目前可以确定的事实。

阳葵（冬装）: 问题在于它们究竟打算用这股力量做些什么……

阳葵（冬装）: ！？！？
阳葵（冬装）: 莉央，这是……！？

莉央: 嗯，我这边也确认到了。

英美（泳装）: 怎么了，部长？
英美（泳装）: 发生什么事了吗？

季（模式1）: 您发现了什么吗，莉央大人？
季（模式1）: 请您也向我们说明……

阳葵（冬装）: 由我来说吧。
阳葵（冬装）: 看来这……是相当紧急的事件。

莉央: 从结论来说──出现了新预言者的信号。

阳葵（冬装）: 但和以往不同的是……

阳葵（冬装）: 这次的信号非常强烈。

旁白: 未完待续
下一话: 下一话死路
