GroupId: 10011020

标题: 第2话大块头少女

旁白: 百鬼夜行公演准备舞台

公演工作人员: 请各位公演的工作人员来这边集合！

老师: 好，我们走吧。

伊树菜: 伊树菜～来了！

月夜: 是，是！

三千留: 哎呀～会被要求做些什么呢～

公演工作人员: 那么在正式开始之前，我想先决定各自的工作分配。

三千留: 嗯？工作分配？

公演工作人员: 那边那位请来这里。

三千留: 啊，嗯。

公演工作人员: 这边这位请往那边。

伊树菜: 忍忍！

公演工作人员: 那位高个子的同学，请去那边。

月夜: 好的……！

公演工作人员: 那么，请依照工作人员的指示行动。

三千留: ……得分头行动了呢，不过这也没办法吧？

伊树菜: 伊树菜会加油的！

月夜: 我，我也会……加油……

老师: 那么大家待会见啰。

旁白: （于是过了1个小时……）

老师: 大家好像都还没回来……

旁白: （又过了一会……）

老师: 嗯……？好像有骚动……？

老师: 那个是……

月夜: 那个……可以请你们……让开吗……

太妹A: 嗯？哎呀，再多待一下子嘛。

太妹B: 就是啊，你要是走掉的话，我们的标的物不就没了吗？

太妹A: 毕竟我已经告诉朋友在高个子旁碰面了啊。

月夜: 我不是地标哦……

月夜: 而且我还得做公演的准备……

老师: 月夜？

月夜: ……！！

太妹A: 你是哪位？

太妹B: 怎么？打算妨碍我们吗？

太妹A: 这种能玩得这么开心的日子，可不能让你来打扰啊！

太妹B: 非要吃点苦头才能明白吗？我们上！

老师: 抱歉，月夜。能一起应战吗？

月夜: 咦，咦咦……！？
