GroupId: 1403

标题: GUNS N' PEPPERS（３）

旁白: 千年．走廊
亚都梨: ……看来似乎还没注意到呢。
响: ……不过不可以大意。
响: 万一宁瑠扣下扳机的话，一切就结束了。
亚都梨: 我想应该不用担心。虽然宁瑠前辈确实缺乏耐性，
亚都梨: 不过也正因如此，千年的学生们平常就会避免刺激到前辈！
亚都梨: 我想只要没有「刻意去挑衅的笨蛋」出现，宁瑠前辈也不会那么轻易地触碰扳机。
桃井: 啊，找到了！宁瑠前辈！
宁瑠: 啊？什么，这不是游戏开发部的双胞胎之一吗。
宁瑠: 找我有什么事？
桃井: 你看这个！
桃井: 之前宁瑠前辈为了镇压潜入校内的头盔团而暴走的时候，
桃井: 飞来的流弹击中了游戏机导致里面的主板坏掉了！所以要负责！
宁瑠: ……啊啊？你在开玩笑吗？为什么那是我的错啊？
桃井: 要不是那时候前辈拿枪乱扫，游戏机也不会坏掉呀！
桃井: 这台游戏机可是很贵的，所以要赔偿！赔偿～～！！
宁瑠: 你这家伙……给我适可而止哦……！
亚都梨: 先～～等一下！这件事请交给我们吧！
桃井: 嗯？为什么工程师部会在这里？
响: 等一下桃井，那个游戏机的状态可以让我看看吗……？
亚都梨: 呼呣呼呣，只是连接端子折到的轻微故障呢。
亚都梨: 如果是这种程度的故障，只要我们工程师部持有的零件就能简单修好唷！
桃井: 真的吗！？那也不是不行……
宁瑠: 哼，那已经没事要找我了吧？拜啦。
亚都梨: 啊，请，请等一下宁瑠前辈！
响: 这个等我们回去之后马上帮你修，可以请你先拿到工程师部去吗？
响: 现在有点急事……
亚都梨: 响，赶快追上去吧！趁宁瑠前辈又被卷入其他麻烦之前！
桃井: ……其他的麻烦？
桃井: 工程师部在做什么呢？
旁白: （然而在那之后，危机依旧持续……）
明日奈: 呐部长。我一直很在意呢～部长穿的那个小小的丝卡将是在哪里有卖啊？童装店？
宁瑠: 你这家伙……很敢说嘛！我揍飞你哦！
亚都梨: 请等一下！宁瑠前辈，冷静！
亚都梨: 我想明日奈前辈也不是出于恶意才这么说的！
响: ……就是说呀。
响: 我认为明日奈前辈也该道歉比较好。
明日奈: 嗯～？刚才说的有那么打击到部长吗？
明日奈: 抱歉让你不高兴了～我只是觉得那件丝卡将很帅，在想哪里有卖而已～
宁瑠: 呿……你就是那种家伙啊。看在工程师部的面子上，这次就原谅你。
宁瑠: 不过下次再说童装还是什么的，到时候就给我记住哦！
千年学生: 啊，宁瑠～这扇门的锁，可以用枪帮我破坏掉吗？
千年学生: 我不小心就被反锁在门外了。
宁瑠: 啊啊，那种小事不算什么。打飞就好了吧？那就盛大的──
亚都梨: 请，请等一下！要开门的话请交给我们吧！
