GroupId: 10049010

标题: 第1话自卫队什么的，已经够了

旁白: 三一附设幼稚园．旧校舍

太妹A: 你啊，其实跟我们没什么两样吧？

铃美: 咦？

太妹B: 喂喂，别说了！不然等一下又要被闪光弹闪瞎了啦！

铃美: ……不。我的原则是不会攻击已经被制伏的对手。

铃美: 比起这个，你刚才说什么？

铃美: 「跟我们没什么两样」……？

太妹A: 从刚才丢的闪光弹来看，你就是那个人吧？

太妹A: 以自卫队自居，被叫做「三一的行走闪光弹」的家伙。

铃美: ……算是吧。

太妹A: 你有资格做这些事吗？

太妹A: 既不是穿黑衣的实现正义部……

太妹A: 自卫队什么的，也只是你随便自称的吧？

铃美: 我确实不是实现正义部的成员……

铃美: 不过守护邻里的安全，难道还需要具备资格吗？

太妹A: 既然都没有经过官方认证，你跟我们不就是半斤八两吗？

太妹A: 擅自妨碍别人、动不动就使用暴力……但我们至少不会装作自己很了不起的样子！

太妹A: 你到底为什么偏要做自卫队这种事啊？又没有人会认同你？

太妹A: 该不会是因为进不了实现正义部，所以才故意这么做的吧？

铃美: ！！

太妹A: 像你这样以个人的身分威胁别人，到头来不也是犯罪吗？

太妹A: 算了算了！我们走！
太妹A: 这一带脏得要死，以后再也不来了！

太妹B: 咦？啊……

铃美: ……

太妹B: 这，这样没问题吗？
太妹B: 要是他跟过来找碴怎么办……！

太妹A: 嘘……！要装作若无其事的样子，若无其事。

太妹A: 你看那边。

铃美: ……

太妹A: 看到了吧？
太妹A: 就是因为我说的话没有错，他才会什么都做不了。

太妹A: 我的逻辑果然无人能敌吧？

太妹B: 总，总之快趁现在开溜吧！！

铃美: ……没有人会认同我。

铃美: 进不了实现正义部。

铃美: 这么做到头来也是犯罪……

铃美: 我，原来是这样的人吗……？

旁白: 三一旧图书馆

志美子: 唔嗯……换下来的书都集中到这个箱子里了。

志美子: 要捐给其他图书馆的部分在这边……

志美子: 好！今天要搬到仓库的书就是这些！

志美子: 已经这么晚了啊……得赶快回去才行。

志美子: 咦？仓库后面怎么有谈话声……

哗啦哗啦头盔团A: ……所以是这个周末没错吧？

哗啦哗啦头盔团B: 嗯。良舞队长说就定在那天。

哗啦哗啦头盔团A: 大家要在「Borderlands游乐园」集合啊。

志美子: （哎呀，是头盔团的成员？怎么这个时间出现在这里？）

志美子: （这么说来，的确有传闻说有人会因为旧图书馆人烟稀少，而在这里偷偷集会……）

志美子: （似乎还没被发现的样子，趁现在悄悄离开吧……）

哗啦哗啦头盔团B: 看来游乐园八成会被打个稀巴烂吧。

志美子: ！

哗啦哗啦头盔团A: 虽然有点不好意思，不过这笔案子对我们哗啦哗啦头盔团来说，实在不容错过。

哗啦哗啦头盔团B: 应该会有很多人受伤吧。

哗啦哗啦头盔团A: 那就看对方会怎么应对了。

志美子: （会有人受伤？他们到底在计划什么……？）

哗啦哗啦头盔团A: 不过只靠我们真的够吗？

哗啦哗啦头盔团B: 不是说其他组织也会来支援吗？应该够了吧。

哗啦哗啦头盔团A: 那我们赶紧走吧。不然要是被别人听到就糟了。

志美子: （拜托千万别过来这边……！）

志美子: （我得赶快逃……！）

志美子: 哈啊……哈啊……

志美子: 刚才那两个人说……

志美子: 这个周末在「Borderlands游乐园」……会有人受伤？

志美子: 而且还提到了良舞队长……

志美子: 这件事不能就这样放著不管。至少得去找人通报才行……

志美子: 呀啊！

铃美: ……

志美子: 啊，自卫队的铃美同学？

志美子: 你来得正好！

志美子: 在旧图书馆的仓库后面，有头盔团的人在密谋要做坏事！

志美子: 该怎么办才好？自卫队这边能想想办法吗？

铃美: 什么？
铃美: ……啊，是。

铃美: 原来如此。如果是这样的话……

太妹A: 既然都没有经过官方认证，你跟我们不就是半斤八两吗？

太妹A: 该不会是因为进不了实现正义部才故意这么做的吧？

铃美: ……

志美子: 铃美同学？

铃美: 没什么。我们一起去向实现正义部报案吧。

铃美: 或许……这确实是实现正义部的工作……

志美子: 啊，是。原来如此……？

志美子: 那我们快点去报案吧！

铃美: ……

旁白: 未完待续
