GroupId: 1301405

标题: 泳装与营火

旁白: （准时来到了莲华等候的海滩）

莲华（泳装）: 哦，师父你来啦。

莲华（泳装）: 那我们马上开始营火晚会吧。

莲华（泳装）: 咦？你说没看到木柴？

莲华（泳装）: 当然啰，因为这也是修炼的一部分。
莲华（泳装）: 营火晚会就是从堆木柴开始的嘛。

莲华（泳装）: 来，我们一起去那边把木柴堆起来吧！

老师: 嗯，嗯！流汗才是青春啊！

莲华（泳装）: 不愧是师父，果然很懂！

莲华（泳装）: 这次呢，我想把木柴堆成特别的形状。

莲华（泳装）: 这样才会更令人难忘。

老师: 特别的形状啊……你有什么想法吗？

莲华（泳装）: 当然有啰。我还画了设计图呢。

莲华（泳装）: 那么就开始吧！为了我们的青春！

老师: 为，为了青春……！

旁白: （于是便跟著充满干劲的莲华，努力堆起了营火的木柴）

旁白: （过了一会……）

莲华（泳装）: 嘿咻……龙完成了！

莲华（泳装）: 比原本想像的还要大呢。

莲华（泳装）: 呵呵，可能是因为师父也在的关系，不小心有点用力过猛了吧……

老师: 这个……感觉点火有点可惜耶？

莲华（泳装）: 没事没事，营火少了火不就没有意义了吗？

莲华（泳装）: 欣赏火焰才是营火的醍醐味啊。

老师: 好像放了很多助燃剂……

老师: ……算了，应该没问题吧。

莲华（泳装）: 那就一起点火吧？

莲华（泳装）: 一，二，三……！

旁白: [log]（……直到那时我们才知道）[/log]

旁白: [log]（满怀愤怒的巨龙所吐出的火焰）[/log]

旁白: [log]（竟然会旺盛到仿佛要将一切化为灰烬……）[/log]

老师: 这，这下好像不太妙……

莲华（泳装）: 比，比我想像中还大耶！？

行人 A: 那，那是什么！？

行人 B: 好烫～！情况不妙！

莲华（泳装）: 这下……好像真的糟了。

老师: 火，火太旺了……！

莲华（泳装）: 快点灭火吧！

老师: 火不但没熄，反而烧得更旺了！？

莲华（泳装）: 不，不愧是龙的火焰……但我不会输的！

莲华（泳装）: 来吧……决一胜负！

莲华（泳装）: 一定要把它扑灭！

旁白: （……之后总算是设法跟莲华一起将火势给控制住）

旁白: （这场营火远比预想中还要猛烈……）

莲华（泳装）: 呼～总算是把火给控制住了。

莲华（泳装）: ……真是吓死我了。
莲华（泳装）: 下次我会小心的。

老师: 反正火也已经灭了，就把这次当成青春的教训吧……！

莲华（泳装）: 咦？等一下。
莲华（泳装）: 师父你的脸……

莲华（泳装）: ……噗。

莲华（泳装）: 噗，噗哈哈哈……！
莲华（泳装）: 你的脸因为煤灰变成熊猫了耶？

莲华（泳装）: 过来这边吧，我帮你擦掉。

老师: 麻，麻烦你了。

莲华（泳装）: 脸整个都黑掉了呢……

莲华（泳装）: 先闭上眼睛吧。

莲华（泳装）: ……

莲华（泳装）: （……我有在这么近的距离看过师父的脸吗？）

莲华（泳装）: （师父就在我的眼前……）

莲华（泳装）: （……这，这也是青春吗？）

老师: 莲华？怎么突然停下来了？

莲华（泳装）: 啊，没，没什么！我到底在想什么啊……

莲华（泳装）: 总之快闭上眼睛吧！我要擦眼睛周围了！

旁白: （莲华慌张地帮忙擦掉了脸上的煤灰）

旁白: （这个瞬间……也许就是青春吧）
