GroupId: 41120

标题: 第12话被雨淋湿的申请书

旁白: 联邦学生会．接待室

琳: ……这是什么？

老师: 百忙之中非常抱歉，不过我希望可以请琳看一下……

琳: 《「兔宝宝公园」遭遇水灾的设备补修提案书》是吗……

琳: ……补修市民使用的公园，这件事本身没有问题。

琳: 但这对夏莱的活动来说是必要的吗？

老师: 那倒不是……

琳: 那您的意思是……这对SRT的学生们来说是必要的吗？

琳: ……沉默等于肯定唷。

琳: 我从香耶那里听说了。拒绝编入女武神的SRT特殊学园的学生们……
琳: 目前正在公园露宿，老师则在暗中支援。

琳: 关于这点我不想干涉。更何况夏莱是自由的组织……

琳: 只是由我的立场而言，不能允许她们一直待在公园。

老师: ……因为占领了原本该由市民们使用的公园吗？

琳: 不。那座公园几乎没有人会去，而且那本来就是位于偏僻位置的公园。

琳: 更况且实际上那座公园，预计会在近期撤除。

琳: 只是另一方面……

琳: ……SRT确实是由联邦学生会长授予特权，为了迅速压制犯罪者的特殊组织。

琳: 不过那样的特权，需要有正确的目的和运用方法才能发挥价值。否则只会招来危险。

琳: ……如老师所知，联邦学生会内部也有不少畏惧SRT武力的成员。

琳: 在这种情况下，做出支援她们的行动……

琳: 恐怕会引发行政委员会的强烈反弹吧。

老师: 琳可以去帮我说服他们吗……？

琳: 才不要。

旁白: （之后为了寻求帮助，也去见了其他联邦学生会成员……）

旁白: （……但几乎没有人想要帮忙）

旁白: 防卫室．办公室

香耶: ……原来如此，所以才来到这里。

香耶: 总之辛苦您了，要喝茶吗？

香耶: ……呵呵。看来连那种心力都没有呢。

香耶: 不，我明白夏莱很忙碌……本来也是想慢慢聊的。

香耶: 从结论上来说……很抱歉，我似乎也没办法帮忙。

香耶: 官方处理上，SRT特殊学园已经是被关闭的学园。

香耶: 名目姑且不论，实际状况会是「联邦学生会直接支援不存在的学园的学生们」。这恐怕很困难。

香耶: 我也思考过是否能以那座公园为名目……但依然很困难。何况那个地区原本就预定要都更……

香耶: 我能做的事就只有之前说的，帮她们维持学籍资料……

香耶: 帮不上忙，非常抱歉。

<选择>
1. 老师: 不会，我才是。百忙之中抱歉了。

2. 老师: 只有那样也帮了大忙，谢谢你。
</选择>

香耶: ……老师。

香耶: 和她们度过的日子，开心吗？

老师: 点头

香耶: 那真是太好了。

香耶: 那RABBIT小队就继续拜托您了。

环奈: 啊……

老师: 好久不见。

环奈: ……没想到还会见面，真巧呢。

环奈: 老师也有事找防卫室长吗？

老师: 嗯，环奈呢？

环奈: 我是那个……

环奈: 应该算是私事吗……

环奈: 不好意思叫住您，那么再见。

香耶: 辛苦了，我正在等你呢。

香耶: 环奈，请不要那么紧张。又不是要欺负你才叫你来的。

香耶: 只是确认进度而已唷。

香耶: 所以，「兔宝宝镇」的建设进度如何呢？

环奈: 关于这部分，有许多人在附近露宿……

环奈: 建筑物的撤除作业，稍微延宕……

香耶: ……什么？

香耶: 所以你是这个意思吗？

香耶: 维护奇普托斯治安的女武神警察学园……

香耶: 号称精锐的公安局，在驱逐游民们这件事上有困难？

环奈: 不，不过，对方似乎以正常来说不可能会有的枪械进行了武装……！

环奈: 凭这边的武器，实在是没办法对抗……

环奈: 此外，那些SRT的学生们也还持续留在公园……

香耶: 啊啦，所以说是我的错？

环奈: 失，失礼了！绝对没有那种事……！

香耶: 环奈，我喜欢有责任感的人。

香耶: 我负责完成我的，你负责完成你的责任。

香耶: 万一有人放弃那个责任……

香耶: 就算变成SRT那样，我也不能说什么唷？

环奈: ……

香耶: 呵呵，那就由我提出一个建议吧。

香耶: 环奈知道「三矢之训」吗？

香耶: 一支箭矢很容易被折断。不过只要集合成复数，就没有那么容易被折断了。

香耶: 只靠公安局会有困难的话，不如叫上「利害关系一致的人」怎么样呢？

环奈: 那也就是说……

香耶: 哎呀，这种话不说破才是「识相」唷。

环奈: 是，是的……

香耶: 那么，期待下次会有更好的消息哦。

香耶: 唉……真是的，会确实行动的人很少，真让人寂寞。

香耶: 我还真是没人缘呢……

???: ……没帮上忙的话很抱歉。

香耶: 不会不会，不是在说你。不如说，你对我来说是最好的搭档唷♡

香耶: 话说回来……RABBIT小队和夏莱的老师，没想到会变得那么要好呢。

香耶: 还以为会互相伤害，自然分开呢……

香耶: 身为「专家」，这个状况你怎么看？

???: 虽然偏离预期……不过不值得惊讶。

香耶: 呵呵……一如往常无趣，很像你的回答呢。

???: ……得再稍微，就近观察才行。

旁白: 未完待续
下一话: 下一话豆皮寿司
