GroupId: 41020

标题: 第2话不速之客

女武神学生A: 哦哇！？有子弹！？

女武神学生B: 这里，确实是死角吧……？从哪里飞来的啊？

咲希: ……太天真了。

咲希: 连热像仪也不知道吗，躲起来也没用的。

咲希: 萌，行动限制完成！进行轰炸！

咲希: 座标， VK4-0-4-5！

咲希: 动手！

萌（通信）: 咕嘻嘻，等不及了唷！

女武神学生A: 是无人机！？

女武神学生B: 笔直地朝这里来了，快逃！！

环奈: 刚才的爆炸是怎样啊！

环奈: 阿尔法分队，回答我！

诗音: 各位看见了吗？

诗音: 公安局只能维持守势！

麻衣: 继警备局之后，连公安局也快被打败了！说到女武神还能行动的部队，好像只剩生活安全局了呀……！？

诗音: 虽然进行示威的是SRT特殊学园的学生，但战况竟然会如此一面倒。

诗音: 究竟这之后，会变成如何呢……！

麻衣: 就是说呢，女武神阵营会有什么秘密策略吗！？

环奈: 啊啊真是，吵死了！

环奈: 谁准你们拍的！快把摄影机停下！

诗音: 唉唷，糟糕！

麻衣: 趁还没挨骂站远一点吧！

环奈: 别碍事！快滚开！

环奈: 该死，克洛卢斯吗……还是一样吵……！

环奈: 话虽如此，但我们确实没人了……生活安全局那群笨蛋又没用处……

老师: 这状况真不得了呢……

环奈: ……你是哪位。

环奈: 看了还不知道吗，我们在和歹徒驳火。局外人快点离开。

老师: 交出琳的介绍信

环奈: 这是，行政官的介绍信……？

环奈: 代替防卫室……竟然是「夏莱」！？

环奈: ……这，这真是失礼了。

环奈: 实际见面这还是第一次。

环奈: 我是这次作战的现场负责人。女武神警察学园公安局长，环奈。

<选择>
1. 老师: 嗯，初次见面。

环奈: 关于这个，该说是如您所见吗……

2. 老师: 状况如何？

环奈: 关于这个，该说是如您所见吗……

</选择>

环奈: 兵力几乎不剩，士气也跌落谷底。

环奈: 当初原本打算以数量压制的，不过SRT的火力太夸张了……

环奈: 剩下的人员也──

桐乃: 久等了，我是生活安全局的桐乃！

桐乃: 现在立刻出动可以吗！？

吹雪: ……不觉得已经结束了吗？这已经不是我们的出场时机了。

环奈: 剩下这个「生活安全局」而已。

桐乃: 啊，老师！真巧呢，您来支援女武神了吗？

吹雪: 竟然连这种现场都来，还是一样辛苦呢～

桐乃: 只要有老师的指挥，作战就等同成功了呢！

桐乃: 来吧，不可以这样放著不管！赶快出动吧！

环奈: 等等，不要擅自行动。你们出面能做什么？

环奈: 警备局和公安局可是几乎都被打败了，你们会是对手吗？

环奈: 再说了，连像样的武器都没有……为什么觉得自己能赢？

环奈: ……我想你们也明白自己有几两重吧？

桐乃: 不，不过，各位市民都很害怕……我们总不能袖手旁观……

环奈: ……我认同你的热情。不过只凭气势什么都做不了。

环奈: 在我们找到其他方法前，总之先在这里待机。

桐乃: 是，是的……

吹雪: Lucky～
吹雪: 嘛，说得也没错呢。

老师: 关于占领这里的学生们，有什么情报吗？

环奈: 是，她们是「SRT特殊学园」所属的1年级队伍……「RABBIT小队」。

环奈: 原本因为SRT废校，她们预定要转入女武神的警备局……

环奈: 但却不知为何突然占领公园，开始了「撤回废校」的示威。这就是事件原委。

环奈: 尽管人数少，装备却是最先进的。主要因为这个理由，才会棘手到这个地步……

老师: 原来如此。在可以阅览的范围，有其他详细的情报吗？

环奈: 姑且有联邦学生会提供的各学生资料……

环奈: 啊啊，虽然不情愿，但脸的话看那边也许比较快。克洛卢斯的转播无人机似乎进到里面了。

咲希: ……嗯？喂，看什么看啊。想吃看看MANPADS吗？

萌: 咕嘻嘻……嘛，不要那么神经质嘛。

萌: 反正已经没办法翻转战况。事到如今被拍了，也没有什么问题吧。

萌: 还不如来宣扬一下联邦学生会有多愚蠢。

萌: 就是这样……联邦学生会，在看吗～？

萌: 差不多该明白你们的想法是错的了吧？

咲希: 只要我们还在这里，SRT特殊学园就不会结束！

都子: 咲希、萌。请不要过于挑衅。

都子: 我们需要的，是通过战斗获得对交涉有利的立场。
都子: 除此之外的事，目前没有执行的必要。

萌: 真无趣呢……都子总是这么认真。

咲希: ……无人机的声音真刺耳。差不多该把它轰下来了吧。

咲希: 反正弹药还剩很多……就射个几发顺便测试一下吧。

萌: 咲希～这点子挺有趣的嘛？

萌: 要来吗？要来大干一场吗？

萌: 那要不要干脆用光子弹，弄成像烟火一样？

萌: 哎呀～一定会很漂亮……哈啊，哈啊……

咲希: 好是好……但感觉好像忘了什么……

美优（通信）: 该，该不会，是指我吧……？

美优（通信）: 轰炸，不要炸到我在的地方哦……？

萌: ……啊。

咲希: 我，我知道！我没有忘记啦，不用担心！

美优（通信）: 是，是吗……

美优（通信）: 话说回来，我可以回去了吗……？
美优（通信）: 也没有敌人了……

