GroupId: 12110

标题: 第11话打不赢的仗

旁白: （喀哩喀哩……）

亚子: 委员长，那个……我要写这个到什么时候呢……？

阳奈: ……现在差不多是200张吧。
阳奈: 你不是自己说要写1000张的吗？

亚子: 那，那只是一种会写很多的比喻……

阳奈: 动口不如动手。

亚子: 我，我会加油的……

旁白: （唰唰……）

亚子: 话说回来……

亚子: 您认识那个阿拜多斯的星野吗？

阳奈: ……不，实际见面是第一次。

亚子: 这样啊……感觉您似乎非常了解对方……

阳奈: ……

阳奈: ……小鸟游星野。

阳奈: 被评为「天才」的超级菁英。
阳奈: 根据2年前情报部的分析，他被视为格黑娜的潜在威胁之一。

亚子: 咦！？我怎么完全看不出来……

亚子: 该说是散发著悠悠哉哉的氛围吗……

阳奈: 亚子，不要以貌取人。

阳奈: ……不过他给人的感觉确实和2年前完全不同。

阳奈: 本来是擅长攻击性的战术，性格相当好战……给人粗暴而敏锐的印象。

阳奈: 总之……

阳奈: 当时如果继续战斗下去，大半的风纪委员可能都会失去战斗能力。
阳奈: 亚子，因为你轻率的判断。

阳奈: 更何况「夏莱」也在。
阳奈: 损失甚至会更大也说不定。

亚子: ……可，可是我确实执行了战力分析，但那样的情报……

阳奈: ……从某个时候开始，他活动的消息就突然中断了。

阳奈: 毕竟是很小的学校，或许情报部后来不再将其视为威胁了也说不定。

阳奈: 想知道详细情形的话，就去翻翻情报部以前的资料吧。

阳奈: 不过你居然还留在阿拜多斯啊……小鸟游星野。

阳奈: 为什么……？

野乃美: 阿拜多斯的债权人……

绫音（通信）: 凯，凯萨公司的……

凯萨PMC董事: 正确来说，是凯萨公司、凯萨信贷、凯萨建设的董事。

凯萨PMC董事: 现在也担任凯萨PMC的代表董事。

白子: 那种事无所谓。所以你就是欺骗并压榨阿拜多斯高中的当事人啰？

凯萨PMC董事: ……哦？

茜香: 没错！唆使头盔团和便利屋一直来折磨我们的犯人就是你吧！？

凯萨PMC董事: 呼呣……？

茜香: 就是因为你这家伙，我们阿拜多斯……阿拜多斯才会……！！

凯萨PMC董事: 真受不了……一开口就说这些吗。

凯萨PMC董事: 随意入侵私有土地、攻击我们PMC的善良职员、把设施破坏的乱七八糟……
凯萨PMC董事: 居然还说是我的错？

凯萨PMC董事: ……呵呵，真有趣。

凯萨PMC董事: 不过你们最好注意一下说话的态度。
凯萨PMC董事: 这里是凯萨PMC合法经营事业的地点，而你们现在则是非法入侵了企业的私有土地。

白子: ……！

茜香: ……！！

凯萨PMC董事: 言归正传吧……虽然这里曾是阿拜多斯自治区的土地，不过确实已经由我们买下了。

凯萨PMC董事: 所以你们想怎样？
凯萨PMC董事: 那些都是合法的交易，记录也全都还在。

凯萨PMC董事: 你们那种好像我们做了什么非法行为的态度，实在让我很不愉快。

凯萨PMC董事: 来这里是因为好奇我们在做什么吗？
凯萨PMC董事: 想知道买下阿拜多斯土地的理由吗？

凯萨PMC董事: 就告诉你们吧。
凯萨PMC董事: 我们正在寻找埋藏在阿拜多斯某处的宝物。

绫音（通信）: ……！

茜香: ……谁会相信你的胡言乱语啊！！

