GroupId: 2901

标题: 于是少女们齐聚一堂（１）

旁白: 百鬼夜行．第38旧校舍的某间教室

三千留: 哎呀，拍摄终于结束了～

月夜: 部长，辛，苦了……！请，喝水……！

三千留: 哦，谢啦！

月夜: 然后，还有擦汗的毛巾和昨天做的腌渍蜂蜜柠檬……

三千留: 啊，看起来真好吃～

三千留: 谢啦，我要开动了！

三千留: ……话说回来，这根本就是「运动部的经理会拿来的组合」嘛！目标是全国大赛！？

三千留: 不过月夜真是机灵呢。

月夜: 因为我，那个，也只能做这种事……

三千留: 没有那回事唷～今天的拍摄也是因为有月夜帮忙才能拍得这么好的唷？

三千留: 如果月夜不在的话，比方说刚才的那个……

三千留: 在结印的瞬间「登！！」的一声发出闪光的场景之类的，没有月夜在的话是绝对拍不出来的唷！

三千留: 反光板的角度恰到好处啊！

月夜: 是这，样吗……？我自己倒是，希望除了那件事之外，可以的话，能帮上更多忙……

月夜: 毕竟，我能做的，也只有辅助拍摄了……

月夜: 而且，那个时候还……

三千留: 「那个时候」？啊啊……

三千留: OK！月夜，就待在那里吧！感觉很棒！

月夜: 好，我知道了……！反光板的角度，大概是这样……？

月夜: 咦？啊，那个……？

月夜: 猫咪们，好多……？那个，你们这么围著，我会很困扰的……！

月夜: 我现在有必须要做的事，啊……！

月夜: 被你们这样围著，我没办法移动……！

月夜: 我不是你们集合的标的唷……！？

来公园玩的小孩A: 呐呐妳看那边！有好多猫咪！

来公园玩的小孩B: 好厉害，像是猫咪聚会一样呢？

来公园玩的小孩A: 来拍照吧～！

月夜: 哇哇，那个，请不要，拍我……！？

月夜: 虽然我们正在摄影，可是……！

三千留: 啊哈～那确实是场灾难呢。

月夜: 结果花了30分钟才能好好开始拍摄……

月夜: 呜……部长，再次向妳道歉……

月夜: 都是，我的错……

三千留: 不不不，都说了这不是月夜的错呀。

三千留: 妳看起来这么温柔，那些猫说不定也误以为「这个人或许会给我们饲料」了哦？

月夜: 这样的话，那个……之后准备饲料比较好吗……？

三千留: 不，我觉得不用做到那种程度也没关系吧！？不过这种认真的个性很有月夜的风格，我觉得很好哦！

三千留: 嘛，总之拍摄也顺利结束了。

三千留: 今天就在此告别吧，月夜阁下！

月夜: 咦，咦……？月夜「阁下」……？

月夜: 啊，原来如此，像是忍者那种感觉呢……！

月夜: 我知道，了……！

三千留: 嘛，把已经过去的事给忘了，朝我们光明的未来前进吧！

三千留: 那就赶紧来……剪辑刚才拍的影片吧！

月夜: 是……！

旁白: （大约一小时后……）

三千留: 嗯……

三千留: 唔嗯……

三千留: 唔喵！

月夜: 那个，部长……？怎么了吗……？

三千留: 虽然事到如今说这种话有点那个……

三千留: ……果然缺少了点什么。

月夜: 那个，缺少了……什么呢……？

三千留: 到开始拍摄之前，从厉害的构图、摄影技巧，以及拍完之后该如何修饰都已经有想法了……

三千留: 而且还有月夜的辅助，感觉会很完美才对……

三千留: 稍微啪啪啪……这样。

三千留: 然后再咻咻咻！应该会是这种帅气的画面才对……

三千留: 总觉得没办法好好收尾……有种不满意的感觉……这部影片或许不要马上上传比较好。

月夜: 啊……

三千留: 嘛，偶尔也会有这种时候。别在意别在意。

月夜: 对不起……！都是，我的错……！

三千留: ……咦？

月夜: 因为我，太没用了……！明明部长，那么努力，我却一点忙，都帮不上……！

月夜: 因为我，对忍者一无所知才会……

三千留: 不不不！才不是那样！

三千留: 月夜还是忍者新手，那才不是妳的错！况且月夜平常一直都很努力学习不是吗？

三千留: 不是月夜的错，本来月夜就还在成长期唷。别在意，呐！

月夜: 是这样，吗……？

三千留: 没错没错。话虽如此，该怎么说呢……

三千留: 只靠我们两个人的话，点子确实也是有极限的呢。

三千留: 或许差不多得考虑了。

月夜: 得考虑，什么呢……？

三千留: 招募新的成员。

月夜: 新的，成员……！？

三千留: 没错没错，不过各方面都有点困难呢。本来我们现在就还不是正式的社团……

三千留: 因此既没有社团活动费，也没有社团办公室……

三千留: 所以只能避人耳目，像这样在百鬼夜行角落的这间旧校舍，偷偷地活动……

月夜: 但是……！

三千留: 没错！尽管如此，这也不能成为阻碍我们前进的理由！

三千留: 得让更多人、让奇普托斯的大家了解忍者有多酷才行！让他们知道忍者是多么帅气、最棒的存在！

三千留: ……虽然抱著这样的野心，经营了「少女忍法帖 小小三千留」频道几个月。

三千留: 但是观看数的成长已经停滞不前了……

三千留: 最近上传的影片别说恶意留言了，就连留言都没有……

三千留: ……啊，

三千留: 不过有一个留言呢。

三千留: 「真有趣，太棒了……！」，虽然很让人开心，

三千留: 「O.C」这个名字就是月夜妳对吧！？

月夜: 那个，因为真的，很有趣……

月夜: 虽然内容，可能没有完全理解……不过我觉得，很厉害！

月夜: 那个……对不起……

三千留: 不，我真的很高兴哦！？虽然很高兴，不过再这样下去的话……

三千留: 为了克服这个困难，果然还是需要新的突破口……

三千留: 也就是说，必须要有新成员！

月夜: 原来如此……！

月夜: 这样的话，新的成员……如果能有，真正的忍者……之类的人能来，就再好不过了呢。耶嘿嘿……

三千留: 不，真正的忍者应该是不会来……不如说实际上也不存在忍者吧……

月夜: 咦，是这样吗……！？对不起，我不太清楚……

三千留: 与其说清不清楚，唔嗯……

三千留: 啊，不过我并不是说忍者是假的喔！

三千留: 就算没有真实地存在世界上，但是「忍者的精神」是真的！

三千留: 心怀信念，效法忍者的生活方式，这样才能真正成为「忍者好伙伴」！

三千留: 不过能不能遇到「忍者好伙伴」也是个问题就是了……

三千留: 不把忍者当傻瓜，而且能对我们说的话产生共鸣……能和我们一起把慢慢壮大忍术研究部的那种──

三千留: 和我们合得来，能够互相说著积极向前的话的……最重要的，必须是「可爱的孩子」！

三千留: 这样的人会在哪里呢～？

月夜: 对不起，

月夜: 我，没有朋友……而且又不可爱……

三千留: 不不不！？你不用在意唷！而且月夜很可爱唷！

月夜: 谢，谢谢……不过我们确实，不是正式的社团……

月夜: 不管有什么样的理由，真的会有人来这里吗……

三千留: 呜，现实真让人痛心！好辛苦！虽然是事实！

月夜: 啊，对不起……！

三千留: 没关系，月夜你说的对……不过真的是问题呢……

三千留: ……嘛，不过就算在这里无所事事，也不会有人来这里吧。

三千留: ……我们是研究、探索忍者，并且希望让忍者的存在广为人知的忍者好伙伴！

三千留: 已经超越单纯的粉丝，就算说我们是真正的忍者也不为过！这样的我们，人称……！

三千留: 没错，就是「忍术研究部」！

三千留: 我们「忍术研究部」无论遇到任何逆境都不会放弃！

三千留: 来，增加观看数吧！还有增加成员吧！顺便成为正式社团吧！

三千留: 《忍者忍佩洛》里也是这么说的。

三千留: 「所谓的忍者就是不管遭遇任何困境都不会放弃的人！」……！

月夜: 原来如此，我知道了……！

三千留: 很好，那么趁著这股气势，我来想想明天拍摄的点子吧。那月夜你就……

月夜: ……噫！？

三千留: ……？

月夜: 是客人，吗……？

三千留: 这种地方居然会有客人……！？

月夜: 可是，也没有别的可能性了……？

三千留: 难，难道是……百花缭乱调停委员会！？还是狡猾的阴阳部！？

三千留: 我们擅自使用旧校舍的事暴露了吗！？

月夜: 咦咦……！？

三千留: 唔，虽然早就知道这一天迟早会到来……！

月夜: 部长，该怎么办……！？

三千留: 没事的，别慌张。只要心如明镜……

三千留: 就……总会有办法的！！

月夜: 真的没问题吗……！？

???: 打扰了……！

月夜: 部长……！

三千留: 我，我们是不会离开这里的！就算被赶出这里，忍者的精神也会永远……！

伊树菜: ……？

三千留: ……咦？你不是阴阳部，也不是百花缭乱的人……？

月夜: 那个，请问妳是哪位……？

伊树菜: 啊，忘了先自我介绍！伊树菜叫伊树菜！

伊树菜: 希望能加入忍术研究部！

三千留: ……

三千留: ……咦？
