GroupId: 84301400200

花凛（制服）: 这……
花凛（制服）: 是说了「一定没问题」的我错了吗……
圣亚: 这次的规模确实有点大。
圣亚: 多亏了两位的帮忙才能平安无事，谢谢你们。
明日奈（制服）: 不用放在心上！有趣就好～！
明日奈（制服）: 不觉得有种惊喜活动的感觉吗？
花凛（制服）: 不，前辈。惊喜活动才不是这样的……
咏叶: 为什么……前卫君怎么会……！？
咏叶: 我没有输入过这种模式啊……
咏叶: 联络的一定是……
优香（通信）: 这到底是怎么回事！！！！！
咏叶: 不出所料……
优香（通信）: 工程师部……！！你们居然还是闯祸了！
优香（通信）: 我昨天都特地过来一起检查了，你们是不是又趁机加了什么东西！？
咏叶: 不不不，我们什么都没做。
优香（通信）: 什么都没做会昨天好好的今天却失控！？这像话吗！？
咏叶: 虽然不像话但这是事实。我们真的什么都没碰。
咏叶: 想偷偷放进去的东西……之前早就放了。
优香（通信）: 你说什么……？
咏叶: ……啊，不小心说溜嘴了。
圣亚: （真是不会撒谎呢）
咏叶: 不过这次的情况我真的无法理解。
咏叶: 我很抱歉酿成骚动，不过可以给我们一点时间调查跟收拾善后吗？
优香（通信）: ……真的不是故意的吗？
优香（通信）: 唔嗯……咏叶前辈应该不会撒谎才对……
优香（通信）: 但我也不是这方面的专家，所以很难确认……
优香（通信）: 这种时候，要是会长也在的话……
咏叶: 要是莉央也在的话，确实可以立刻证明呢……实在令人遗憾。
圣亚: （莉央……虽然有所预期，但他在技术方面真是深受信赖呢）
优香（通信）: 知道了。我就先给你们时间调查吧。但是你们必须找出确切的原因。
咏叶: 谢谢。
圣亚: （总觉得……这个情况不太对劲）
圣亚: （稍微确认一下吧）
