GroupId: 10031050

标题: 第5话议长的宣传战略

旁白: （决定协助万魔殿准备格黑娜特别派对的第三天，同样来到了万魔殿）
老师: 连走廊也都布置成派对的风格了呢。
旁白: （就当走在因派对而渐渐变得华丽的校园走廊时……）
绘里香: 嗯？
绮罗罗: 哇～！是老师～！哈啰哈啰～
老师: 啊，绘里香、绮罗罗。嗨～竟然会在这里碰到你们。
绘里香: 我们也有同感。
绘里香: 没想到会在走廊上遇见老师……
绘里香: 该说是事出突然呢……
绮罗罗: 嗯～简直是真正的Surprise！
绮罗罗: 呵呵，看来今天一整天应该都会很幸运。
老师: 很，很幸运……为什么呢？
绘里香: 啊，绮罗罗酱应该是这个意思吧。
绘里香: 唔嗯～举例来说……
绘里香: 就像是随意走在路上，结果突然发现了四叶幸运草……的感觉？
绮罗罗: 啊哈哈哈～！绘里香酱说的没错。就是那种感觉！
老师: 虽然不是很清楚……不过你能那样认为的话我也很开心……
绘里香: 话说老师怎么会来这里呢？
绘里香: 啊……是受万魔殿的邀请，来帮忙筹备几天后的「格黑娜特别派对」……
绘里香: 哎呀，光听起来就觉得很辛苦。
绮罗罗: 啊哈哈哈～！真假～！原来这次的派对老师也有帮忙呀～
绮罗罗: 啊，难道「那个」也是老师的主意吗？
绘里香: 不，绮罗罗酱。再怎么说也不太可能吧……
绮罗罗: 不好说哦～？
老师: 『那个』指的是……？
绘里香: 就是……随著派对准备的进行，各处都开始有雕像出现。
绮罗罗: 不过～雕像的外观相当特殊，光是看著就会让人忍不住笑出来。
绮罗罗: 在格黑娜的学生之间已经造成轰动了～
绮罗罗: 啊哈哈！我们也想找到那个之后拍照传到SNS，所以正在到处找哦～
老师: ……？？
绘里香: 啊，光用嘴巴说应该有点难懂吧。
绮罗罗: 直接让老师看看吧！就是这个，这个！
老师: 这是……
绮罗罗: 对吧？老师也觉得很好笑吧？
绘里香: 既然老师也在帮忙，有种卯足全力的感觉……说不定这次的派对会更有趣呢。
绮罗罗: 那当然，这可是老师帮忙筹备的派对！我会拭目以待！
老师: 嗯嗯……谢谢你的打气。
旁白: （和绮罗罗与绘里香分开后，抵达了万魔殿的办公室）
真琴: 咯咯咯……欢迎你来，老师。
老师: 啊，真琴。身体还好吗？
真琴: 嗯？
真琴: 啊啊，没什么问题。
真琴: 昨天本来要准备重要的派对，结果途中莫名其妙就突然失忆了。
真琴: 这种事经常发生，不需要太在意。
老师: 经常发生！？
真琴: 嗯，过去的事就让它过去吧。
真琴: 重要的是今后的未来。
真琴: 我今天也会全心全意，和老师一起准备派对。

<选择>
3. 老师: 啊，说到准备派对……

4. 老师: 我在来的路上看见了奇怪的东西。
</选择>

真琴: 校园的走廊上有奇怪的雕像……？
真琴: 是吗……说不定是有人为了迎接派对而准备的东西。
真琴: 我会尽快派人去处理。
真琴: 不过现在重要的并不是那个，老师。
真琴: 因为我为了这次派对，付出最大心血的「东西」终于完成了。
真琴: 今天之所以找老师来办公室，也是为了让老师看那个东西。
老师: 『东西』已经完成，指的到底是什么呢……
真琴: 嘻嘻嘻。
真琴: ……就是这个！
老师: 是刚刚来的路上，绮罗罗让我看过的怪东西！
真琴: 什么！？那种话还真失礼！
真琴: 这个东西哪里奇怪了？老师！
真琴: 这可是为了本次派对特别订制……
真琴: 以果断的形象与大胆的造型，呈现我羽沼真琴大人的理智与勇敢……！
真琴: 不管怎么看都威风凛凛的帅气铜像啊！
老师: 其他的我不知道，但这个肯定是为了满足自己而做的吧！
老师: 而且好像还做了不少……是为了什么目的吗？
真琴: 目的？
真琴: 那还用说吗……
真琴: 这是本次「格黑娜特别派对」的宣传品！
真琴: 这场派对是我拚尽全力准备的活动。
真琴: 也就是说……需要既适合本次活动，同时又能完美展现我威容的物品。
真琴: 我要透过在派对期间，将这些特制铜像配置在格黑娜的各个角落……
真琴: 借此向格黑娜的所有学生，宣扬我羽沼真琴的威严，以及万魔殿的伟大……！
真琴: 嘻嘻嘻嘻！！！
真琴: SNS上早就已经掀起热烈的讨论了！你看这个！
旁白: ＜闪亮闪亮呜噜噜☆：啊哈哈～！你们看这个！天啊～！有超多铜像！＞
旁白: ＜GehEricha0201：怎么说呢，感觉会严重妨碍交通耶。真的没问题吗？＞
旁白: ＜akusi-girl：刚刚看了一下，好像有太妹在搬运的样子？＞
旁白: ＜#Nyanko&：真是烂透了＞

<选择>
5. 老师: 这是……热烈的讨论吗？

6. 老师: 不过……既然数量这么多，应该花了很多钱吧？
</选择>

真琴: 啧啧啧。
真琴: 这是你有所不知，老师。
真琴: 费用的问题根本不必担心，因为……
真琴: 包含铜像制作，以及在学园各处配置的人力费用在内，全都不是以万魔殿……
真琴: 而是以风纪委员会的名义签约的！
老师: 呃……嗯？
真琴: 并且决定风纪委员会预算的正是我们万魔殿！
真琴: 嘻嘻嘻！用风纪委员会的预算进行派对的筹备跟宣传！趁机打击他们的财政……！
真琴: 风纪委员会的预算被抢走后，一定会愁眉苦脸！
真琴: 简直是一石二鸟！两全其美！一箭双雕！一举两得！
真琴: 不愧是我真琴大人想出的完美计划！
真琴: 咯咯，呵呵呵呵！嘻嘻嘻嘻嘻！！
老师: 真琴，如果这件事被风纪委员会知道……
真琴: 我才不管！
真琴: 照理说风纪委员长应该会妨碍我才对，不过那家伙早已因为我真琴的策略……
真琴: 正在努力练习钢琴……！
真琴: 趁著这个机会展开的完美作战！
真琴: 啊啊！连我自己都不禁佩服自己啊！！
旁白: 未完待续
