GroupId: 34160

标题: 第16话地下回廊

旁白: 奥利斯分校．旧校舍

沙织: 就是这里。

老师: 这里就是奥利斯分校，过去的校舍……

日和: 我还是第一次进到里面……

美咲: 是啊。这里是废墟……不如说已经接近是遗迹了。

日和: 过去的奥利斯学生都在这里念书吗……
日和: 都，都在学些什么呢……

美咲: 谁知道呢……知道这些的人，应该都已经不在了吧。

沙织: 快走吧……回廊就在地下。

旁白: 旧校舍．地下回廊

日和: 找，找到了！在这里！

沙织: 在这里啊。

美咲: ……等等。

美咲: 如果队长说的没错，从这里到宗座圣殿是条直线的通道的话……这个地形很危险。

沙织: 我也想过有埋伏的可能性。但是，不如说这样一直线的地形……

美咲: 不，我指的是圣园弥香。

美咲: 我试著想过……如果我是她的话会怎么做。

美咲: 对她来说最大的阻碍，或许是老师的存在。
美咲: 虽然不想让老师受伤，但老师的指挥也很麻烦。

美咲: 所以肯定会……

旁白: （轰隆隆隆隆──）

美咲: 这是……

日和: 小，小心！老师，你背后的柱子……！！

<选择>
1. 老师: ……！！

2. 老师: 避开倒下的柱子向前跑
</选择>

旁白: （轰隆隆──！！！！）

美咲: 唔……老师，你没事吧？

老师: 嗯，还好……

日和: 太，太好了……柱子竟然会突然倒下……究竟是……

日和: 啊，啊啊！？队，队长呢？

美咲: 队长，在哪？

沙织: ……我在这里，你们的另一边。

美咲: 因为瓦砾的关系看不太清楚，有受伤吗？

沙织: 不，我没事。

日和: 请，请等一下，队长！我会想办法处理这个柱子的……

日和: 啊，啊啊！还没有结束吗！？又倒下来更多了！？

美咲: ……咳咳，咳咳。

美咲: 不行……完全被堵住了。

日和: 全，全都完蛋了！？队长没事吗？

美咲: 队长，听得到吗？如果你那边的路没有堵死的话，找个地点会合吧。

沙织: ……不，这可能有点困难。

???: ……太好了！虽然担心会波及到老师而降低了威力。
???: 尽管如此还是有点不安呢。

沙织: ……

弥香: 不过，锭前沙织──能漂亮地把你留下来真是太好了。

旁白: 未完待续
下一话: 下一话对决
